Brand,Model,Year,Attrebutes,Miles(k miles),Registration,Control,Fuel,Location,Price(£)
MINI,Clubman,2019.0,(19) - 2.0 Cooper D Classic Euro 6 (s/s) 6dr 6-Door,114,2019 (19 reg),Manual,Diesel,Rotherham ,8000
Audi,SQ5,2017.0,(17) - 3.0 BiTDI V6 Plus Tiptronic quattro Euro 6 (s/s) 5dr,87,2017 (17 reg),Auto,Diesel,Castleford ,18995
Mercedes-Benz,M-Class,2015.0,- ML350 CDi BlueTEC AMG Line 5dr Auto [Premium Plus] - FSH -,69,2015 (65 reg),Auto,Diesel,Castleford ,15990
Mercedes-Benz,CLA,2014.0,- CLA 220 CDI AMG Sport 4dr Tip Auto,136,2014 (64 reg),Auto,Diesel,Ossett ,8795
BMW,X1,2015.0,(15) - 2.0 20d ED EfficientDynamics sDrive Euro 5 (s/s) 5dr,119,2015 (15 reg),Manual,Diesel,Sheffield ,4199
Ford,Fiesta,2014.0,(14) - 1.25 Style 5dr,72,2014 (14 reg),Manual,Petrol,Rochdale ,3885
Nissan,Qashqai,2016.0,(66) - 1.5 dCi Acenta 2WD Euro 6 (s/s) 5dr,80,2016 (66 reg),Manual,Diesel,Rotherham ,5990
Volkswagen,T-Cross,2025.0,(25) - 1.0 TSI 115 Match 5dr Petrol Estate,809,2025 (25 reg),Manual,Petrol,Crosshills ,21796
SEAT,Ibiza,2012.0,(62) - 1.4 SE Hatchback 5dr Petrol Manual Euro 5 (85 ps),38,2012 (62 reg),Manual,Petrol,Leeds ,5895
MG,MG3,2025.0,(25) - 1.5 Hybrid+ MHEV Trophy Hatchback 5dr Petrol Hybrid Auto Euro 6 (s/s) (194,10,2025 (25 reg),Auto,Hybrid,Rochdale ,18995
MG,MG3,2025.0,(25) - 1.5 Hybrid+ MHEV Trophy Hatchback 5dr Petrol Hybrid Auto Euro 6 (s/s) (194,10,2025 (25 reg),Auto,Hybrid,Rochdale ,18995
Land Rover,Range Rover Evoque,2016.0,(16) - 2.0 TD4 HSE Dynamic Lux Auto 4WD Euro 6 (s/s) 5dr,99,2016 (16 reg),Auto,Diesel,Keighley ,8989
Fiat,Panda,2015.0,- 1.2 Pop 5dr ## £35 ROAD TAX - FSH ##,53,2015 (15 reg),Manual,Petrol,Wakefield ,3990
Nissan,Juke,2025.0,- 1.0 Dig-T N-Connecta 5Dr,3,2025 (25 reg),Manual,Petrol,Leeds ,19299
Ford,Fiesta,2016.0,(16) - 1.0T EcoBoost Titanium Euro 6 (s/s) 3dr,56,2016 (16 reg),Manual,Petrol,Rochdale ,5497
Volkswagen,Tiguan,2012.0,(62) - 2.0 TDi BlueMotion Tech SE 5dr DSG,122,2012 (62 reg),Auto,Diesel,Dalton Magna ,4995
Dacia,Sandero Stepway,2017.0,(66) - 0.9 TCe Laureate Euro 6 (s/s) 5dr,73,2017 (66 reg),Manual,Petrol,Greater Manchester ,5295
MG,MG3,2025.0,(25) - 1.5 Hybrid+ MHEV Trophy Auto Euro 6 (s/s) 5dr,10,2025 (25 reg),Auto,Hybrid,Hyde ,18995
Jaguar,I-Pace,2020.0,(20) - 400 90kWh S Auto 4WD 5dr,41,2020 (20 reg),Auto,Electric,Oldham ,14994
Peugeot,RCZ,2014.0,(14) - 2.0 HDi GT Euro 5 2dr,87,2014 (14 reg),Manual,Diesel,Rochdale ,4979
Ford,Focus,2013.0,(13) - 1.6 TDCi Zetec S Euro 5 (s/s) 5dr,105,2013 (13 reg),Manual,Diesel,Sheffield ,3390
Tesla,Model Y,2022.0,(72) - (Dual Motor) Long Range SUV 5dr Electric Auto 4WDE (384 bhp),32,2022 (72 reg),Auto,Electric,Oldham ,24299
Nissan,Juke,2016.0,(16) - 1.6 Tekna XTRON Euro 6 5dr,62,2016 (16 reg),Auto,Petrol,Oldham ,7495
Mercedes-Benz,C-Class,2015.0,(15) - 2.1 C250 BlueTEC Sport G-Tronic+ Euro 6 (s/s) 4dr,62,2015 (15 reg),Auto,Diesel,Sheffield ,11950
BMW,5 Series,2025.0,- 520i M Sport Pro 4dr Auto,2,2025 (25 reg),Auto,Petrol,Doncaster ,48990
Nissan,Juke,2013.0,(63) - 1.5 dCi 8v Acenta Premium Euro 5 (s/s) 5dr,56,2013 (63 reg),Manual,Diesel,Sheffield ,4599
Audi,RS3,2015.0,(65) - 2.5 TFSI RS 3 Quattro 5dr S Tronic [Nav],67,2015 (65 reg),Auto,Petrol,Bradford ,19999
Renault,Modus,2005.0,(05) - 1.2 Expression 5dr,71,2005 (5 reg),Manual,Petrol,Leeds ,1795
Citroen,C3,2017.0,(67) - 1.2 PureTech 82 Feel 5dr,66,2017 (67 reg),Manual,Petrol,Rochdale ,4985
BMW,1 Series,2018.0,"- M140I [5X SERVICES, SAT NAV & BODY KIT] 5-Door",70,2018 (18 reg),Auto,Petrol,Leeds ,17485
Jaguar,XE,2017.0,(17) - 2.0d [180] R-Sport 4dr,60,2017 (17 reg),Manual,Diesel,Sheffield ,9295
Ford,Focus,2025.0,- 1.0 Ecoboost Hybrid Mhev 155 St-Line X 5Dr Auto,10,2025 (25 reg),Auto,Petrol,Sheffield ,25750
Audi,A1,2013.0,(13) - 2013 1.6 TDI Sport 5dr SILVER SAT NAV £25 TAX MOT AUGUST 2026,136,2013 (13 reg),Manual,Diesel,Bradford ,3199
Citroen,C4 Cactus,2015.0,(65) - 1.6 BlueHDi Feel Euro 6 (s/s) 5dr,90,2015 (65 reg),Manual,Diesel,Sheffield ,3795
Vauxhall,Corsa,2015.0,- 1.4i ecoFLEX Excite Euro 6 5dr (a/c),52,2015 (15 reg),Manual,Petrol,Leeds ,5349
Mercedes-Benz,E-Class,2019.0,(19) - 2.0 E300 GPF AMG Line Coupe 2dr Petrol G-Tronic+ Euro 6 (s/s) (245 ps),24,2019 (19 reg),Auto,Petrol,Oldham ,23999
Ford,Kuga,2019.0,(69) - 2.0 TDCi EcoBlue Titanium Edition SUV 5dr Diesel Manual Euro 6 (s/s) (150 p,56,2019 (69 reg),Manual,Diesel,Oldham ,10999
Fiat,500,2015.0,- 1.2 Pop 3dr [Start Stop] ## £35 ROAD TAX - STUNNING CAR ##,57,2015 (64 reg),Manual,Petrol,Wakefield ,3690
Audi,A3 Cabriolet,2012.0,(12) - 2.0 TDI S line S Tronic Euro 5 (s/s) 2dr,90,2012 (12 reg),Auto,Diesel,Cleckheaton ,4350
Volvo,XC60,2024.0,- 2.0 B5P Ultra Dark 5dr AWD Geartronic,877,2024 (74 reg),Auto,Petrol,Doncaster ,47990
BMW,2 Series,2019.0,- 2.0 220i GPF M Sport Auto Euro 6 (s/s) 2dr,43,2019 (69 reg),Auto,Petrol,Oldham ,16490
BMW,X3,2008.0,- 2.0d M Sport 4WD Euro 4 5dr,107,2008 (58 reg),Manual,Diesel,Bradford ,3995
Ford,Grand C-Max,2015.0,(15) - 1.5 TDCi Zetec 5dr,103,2015 (15 reg),Manual,Diesel,Dalton Magna ,3995
BMW,3 Series,2015.0,- 1.5 318i Sport Touring 5-Door,82,2015 (65 reg),Auto,Petrol,"Holmfirth, Hepworth ",8800
Audi,Q5,2010.0,(59) - 2010 2.0T FSI Quattro S Line 5dr S Tronic BLACK FULL LEATHER SAT NAV,93,2010 (59 reg),Auto,Petrol,Bradford ,5999
Volvo,XC90,2013.0,(13) - 2.4 D5 [200] SE Lux 5dr Geartronic,92,2013 (13 reg),Auto,Diesel,Doncaster ,9895
Land Rover,Discovery Sport,2015.0,(65) - 2.0 TD4 HSE Black Auto 4WD Euro 6 (s/s) 5dr,37,2015 (65 reg),Auto,Diesel,Rotherham ,13990
BMW,2 Series,2025.0,- 225e xDrive M Sport 5dr DCT,3,2025 (74 reg),Auto,Not Supplied,Doncaster ,35000
Land Rover,Range Rover,2014.0,(14) - 4.4 SDV8 Autobiography 4dr Auto,162,2014 (14 reg),Auto,Diesel,Dalton Magna ,10995
Nissan,Qashqai,2025.0,(25) - 1.3 DiG-T MH N-Connecta [Glass Roof] 5dr Petrol Hatchback,10,2025 (25 reg),Manual,Petrol,Bradford ,24950
Nissan,Qashqai,2015.0,(15) - 1.6 dCi Tekna 2WD Euro 6 (s/s) 5dr,106,2015 (15 reg),Manual,Diesel,Rochdale ,5490
Fiat,500,2016.0,(16) - 1.2 Pop Star 3dr,80,2016 (16 reg),Manual,Petrol,Rotherham ,3950
Fiat,500,2017.0,- 1.2 Lounge 3dr - FSH -,44,2017 (17 reg),Manual,Petrol,Castleford ,6290
MG,MG HS,2025.0,- 1.5 T-GDI SE 5dr,3,2025 (25 reg),Manual,Petrol,Huddersfield ,22498
MG,MG4,2023.0,- 64kWh Trophy Long Range Auto 5dr,6,2023 (23 reg),Auto,Electric,Sheffield ,16790
Citroen,C3,2022.0,(22) - 1.2 PureTech Sense Hatchback 5dr Petrol Manual Euro 6 (s/s) (83 ps),47,2022 (22 reg),Manual,Petrol,Oldham ,8999
Volkswagen,Golf,2014.0,(14) - 1.4 TSI BlueMotion Tech ACT GT Euro 6 (s/s) 5dr,22,2014 (14 reg),Manual,Petrol,Doncaster ,9995
Jaguar,I-Pace,2024.0,(73) - 400 90kWh R-Dynamic SE Black SUV 5dr Electric Auto 4WD (400 ps),7,2024 (73 reg),Auto,Electric,Oldham ,29999
Audi,RS6 Avant,2020.0,- TFSI V8 Vorsprung 5-Door,31,2020 (70 reg),Auto,Petrol,Cottingley ,74995
BMW,1 Series,2017.0,- 118d Sport 5dr [Nav],102,2017 (17 reg),Manual,Diesel,Doncaster ,7489
Kia,Sportage,2019.0,(19) - 1.6 CRDi 4 DCT Euro 6 (s/s) 5dr,74,2019 (19 reg),Auto,Diesel,Oldham ,11995
Volkswagen,Polo,2014.0,- 1.2 TSI SE 5dr,73,2014 (64 reg),Manual,Petrol,Swinton ,6295
Mazda,Mazda3,2016.0,- 2.0 SKYACTIV-G Sport Black Euro 6 (s/s) 5dr,87,2016 (16 reg),Manual,Petrol,Leeds ,7999
Vauxhall,Corsa,2012.0,(12) - 1.4 SE 5dr,172,2012 (12 reg),Manual,Petrol,Goole ,999
Vauxhall,Corsa,2020.0,- 50kWh Elite Nav 5-Door,61,2020 (20 reg),Auto,Electric,Goole ,8995
Ford,Tourneo Connect,2014.0,(14) - 1.6 TDCi Zetec MPV 5dr Diesel Manual Euro 5 (95 ps),86,2014 (14 reg),Manual,Diesel,doncaster ,6995
Nissan,Qashqai,2017.0,(67) - 1.5 dCi Acenta Euro 6 (s/s) 5dr,102,2017 (67 reg),Manual,Diesel,Halifax ,6495
Audi,S5,2017.0,(17) - 3.0 TFSI V6 Sportback Tiptronic quattro Euro 6 (s/s) 5dr,92,2017 (17 reg),Auto,Petrol,Oldham ,16995
Land Rover,Discovery Sport,2015.0,(65) - 2.0 TD4 180 HSE 5dr Auto,77,2015 (65 reg),Auto,Diesel,Chesterfield ,11000
BMW,4 Series,2015.0,- 2.0 420d M Sport Auto Euro 6 (s/s) 2dr,101,2015 (15 reg),Auto,Diesel,Leeds ,9499
Ford,Kuga,2009.0,(09) - 2.0 TDCi Titanium 2WD Euro 4 5dr,145,2009 (9 reg),Manual,Diesel,Rotherham ,2800
SEAT,Leon,2025.0,(74) - 1.4 eHybrid 13kWh FR Hatchback 5dr Petrol Plug-in Hybrid DSG Euro 6 (s/s) (,10,2025 (74 reg),Auto,Hybrid,Doncaster ,22995
Mercedes-Benz,A-Class,2017.0,(17) - A200d AMG Line 5dr,54,2017 (17 reg),Manual,Diesel,Rotherham ,9990
Volkswagen,Polo,2014.0,(63) - 1.4 Match Edition Hatchback 5dr Petrol Manual Euro 5 (85 ps),45,2014 (63 reg),Manual,Petrol,Leeds ,6995
Nissan,Qashqai,2025.0,(25) - 1.3 DiG-T MH N-Connecta 5dr Petrol Hatchback,10,2025 (25 reg),Manual,Petrol,Bradford ,24450
MG,MG ZS,2021.0,- 44.5kWh Exclusive Auto 5dr,36,2021 (21 reg),Auto,Electric,Sheffield ,9990
SEAT,Ibiza,2015.0,(15) - 1.2 TSI I TECH Sport Coupe Euro 5 3dr,76,2015 (15 reg),Manual,Petrol,Rotherham ,4390
Volkswagen,Passat,2014.0,(64) - 2.0 TDI BlueMotion Tech Executive Euro 5 (s/s) 5dr,114,2014 (64 reg),Manual,Diesel,Leeds ,5249
Volkswagen,Tiguan,2012.0,(62) - 2.0 TDi BlueMotion Tech S 110 5dr [2WD],214,2012 (62 reg),Manual,Diesel,Bradford ,2595
Honda,Jazz,2011.0,(11) - 1.4 i-VTEC EX Euro 5 5dr,67,2011 (11 reg),Manual,Petrol,Keighley ,2989
Mercedes-Benz,C-Class,2014.0,(14) - C250 BlueTEC AMG Line Premium Plus 4dr Auto PAN ROOF TOP SPEC,125,2014 (14 reg),Auto,Diesel,Ossett ,7495
Audi,A4 Avant,2006.0,(06) - 3.0 TDI S line quattro 5dr,137,2006 (6 reg),Auto,Diesel,Sheffield ,2389
Nissan,Qashqai,2014.0,(14) - 1.5 dCi Tekna SUV 5dr Diesel Manual 2WD Euro 5 (s/s) (110 ps),85,2014 (14 reg),Manual,Diesel,doncaster ,5995
MG,MG HS,2025.0,- 1.5 T-GDI SE 5dr,4,2025 (25 reg),Manual,Petrol,Doncaster ,22498
SEAT,Ibiza,2010.0,(60) - 1.4 TSI Bocanegra Sport Coupe DSG Euro 5 3dr,104,2010 (60 reg),Auto,Petrol,Oldham ,3995
Dacia,Sandero Stepway,2016.0,(66) - 1.5 dCi Ambiance Euro 6 (s/s) 5dr,75,2016 (66 reg),Manual,Diesel,Rotherham ,3790
Ford,Focus,2021.0,- ST-LINE TDCI 5-Door,71,2021 (70 reg),Manual,Diesel,Castleford ,10990
Audi,Q2,2018.0,- 30 TDI S Line 5dr S Tronic,85,2018 (68 reg),Auto,Diesel,Wakefield ,11995
Nissan,Qashqai,2017.0,(67) - 1.6 dCi Tekna XTRON Euro 6 (s/s) 5dr,105,2017 (67 reg),Auto,Diesel,Oldham ,8795
MG,MG5,2021.0,(21) - 52.5kWh Exclusive Estate 5dr Electric Auto (156 ps),61,2021 (21 reg),Auto,Electric,Oldham ,8299
Kia,Picanto,2013.0,- 1.0 1 5dr -FULL SERVICE HISTORY-,65,2013 (13 reg),Manual,Petrol,Castleford ,3290
Ford,Ecosport,2015.0,- 1.5 TDCi 95 Titanium 5dr [17in] ONLY £35 ROAD TAX,68,2015 (65 reg),Manual,Diesel,Doncaster ,5689
SEAT,Leon,2015.0,(65) - 2.0 TDI FR DSG Euro 6 (s/s) 5dr,49,2015 (65 reg),Auto,Diesel,Oldham ,10395
SEAT,Leon,2017.0,(67) - 1.6 TDI SE Dynamic Technology 5dr DSG,100,2017 (67 reg),Auto,Diesel,Bradford ,5475
Kia,Picanto,2014.0,- 2 ECODYNAMICS 5-Door,97,2014 (64 reg),Manual,Petrol,Rotherham ,3490
Volkswagen,Golf,2016.0,(16) - 2.0 TSI BlueMotion Tech GTI DSG Euro 6 (s/s) 5dr,108,2016 (16 reg),Auto,Petrol,Rochdale ,10979
Citroen,C3,2023.0,(23) - 1.2 PureTech C-Series Edition 5dr Petrol Hatchback,258,2023 (23 reg),Manual,Petrol,Doncaster ,12695
Jeep,Renegade,2016.0,(16) - 1.4T MultiAirII Longitude Euro 6 (s/s) 5dr,66,2016 (16 reg),Manual,Petrol,Leeds ,7295
BMW,4 Series,2018.0,- M SPORT GRAN COUPE COMFORT PACK 4-Door,55,2018 (68 reg),Auto,Diesel,Sheffield ,18680
DS,Automobiles DS 4,2015.0,- BLUEHDI DSPORT S/S 5-Door,62,2015 (15 reg),Manual,Diesel,Castleford ,6490
Vauxhall,Corsa,2025.0,- 1.2 Turbo Yes Hatchback 5dr Petrol Manual Euro 6 s/s 100 Ps,408,2025 (25 reg),Manual,Petrol,Sheffield ,15990
BMW,5 Series,2014.0,(14) - 2.0 520d M Sport Auto Euro 6 (s/s) 4dr,109,2014 (14 reg),Auto,Diesel,Castleford ,7295
Volvo,V70,2015.0,(65) - 2.0 D4 SE Nav Auto Euro 6 (s/s) 5dr,144,2015 (65 reg),Auto,Diesel,keighley ,6295
Volvo,EX30,2025.0,"- Ultra, Twin Motor Performance, Electric 5-Door",50,2025 (25 reg),Auto,Electric,Doncaster ,34995
SEAT,Arona,2025.0,- 1.0 Tsi Fr Suv 5dr Petrol Manual Euro 6 s/s 115 Ps,25,2025 (25 reg),Manual,Petrol,Huddersfield ,19950
BMW,X2,2025.0,- sDrive 20i M Sport 5dr Step Auto,1,2025 (25 reg),Auto,Petrol,Harrogate ,39950
Citroen,C3 Picasso,2014.0,(14) - 1.6 HDi Exclusive Euro 5 5dr,65,2014 (14 reg),Manual,Diesel,Rotherham ,3790
MG,MG HS,2023.0,- 1.5 T-GDI Trophy 5dr DCT,801,2023 (73 reg),Auto,Petrol,Sheffield ,18749
Lexus,IS,2018.0,- 300H SPORT FULL LEXUS SERVICE HISTORY 4-Door,53,2018 (68 reg),Auto,Hybrid,Sheffield ,15980
Mercedes-Benz,CLK,2009.0,(09) - 1.8 CLK200 Kompressor Elegance Cabriolet 2dr,103,2009 (9 reg),Auto,Petrol,Knaresborough ,3995
Volkswagen,Golf,2016.0,(66) - 2.0 TDI BlueMotion Tech GTD Hatchback 5dr Diesel DSG Euro 6 (s/s) (184 ps),90,2016 (66 reg),Auto,Diesel,Oldham ,12449
BMW,4 Series,2017.0,(67) - 420d [190] SE Gran Coupe [Business Media] *FSH & MOT 05/26* 5-Door,92,2017 (67 reg),Manual,Diesel,Doncaster ,8975
Nissan,Micra,2017.0,(67) - 1.5 dCi Tekna 5dr,114,2017 (67 reg),Manual,Diesel,Bradford ,3475
Audi,A3 Cabriolet,2015.0,(65) - 2.0 TDI S line S Tronic Euro 6 (s/s) 2dr (Nav),57,2015 (65 reg),Auto,Diesel,Sheffield ,12950
Ford,Fiesta,2016.0,(16) - 1.0T EcoBoost Zetec Euro 6 (s/s) 3dr,28,2016 (16 reg),Manual,Petrol,Leeds ,6480
Vauxhall,Corsa,2025.0,- 1.2 Turbo GS 5dr,734,2025 (74 reg),Manual,Petrol,Chesterfield ,17698
Mazda,Mazda3,2019.0,(19) - 2.0 SKYACTIV-G MHEV SE-L Lux Hatchback 5dr Petrol Auto Euro 6 (s/s) (122 ps,30,2019 (19 reg),Auto,Petrol,Oldham ,13299
Ford,S-Max,2010.0,(60) - 2.0T EcoBoost Titanium Powershift Euro 5 5dr,64,2010 (60 reg),Auto,Petrol,Sheffield ,6995
Audi,A3,2024.0,(74) - 1.4 TFSIe 40 S line Sportback S Tronic Euro 6 (s/s) 5dr 13kWh,10,2024 (74 reg),Auto,Hybrid,Sheffield ,24424
SEAT,Ibiza,2014.0,- 1.4 Toca 3dr,71,2014 (14 reg),Manual,Petrol,Sheffield ,4295
Mercedes-Benz,E-Class,2014.0,- 2.1 E220 CDI AMG Sport 4-Door,95,2014 (64 reg),Auto,Diesel,York ,7495
Land Rover,Range Rover,2021.0,- 3.0 D300 MHEV Westminster Black Auto 4WD Euro 6 (s/s) 5dr,40,2021 (21 reg),Auto,Diesel,Leeds ,41999
Audi,RS6 Avant,2021.0,(21) - 4.0 TFSI V8 Vorsprung Tiptronic quattro Euro 6 (s/s) 5dr,58,2021 (21 reg),Auto,Petrol,Sheffield ,67950
Land Rover,Range Rover Evoque,2015.0,(65) - 2.0 TD4 HSE Dynamic Auto 4WD Euro 6 (s/s) 5dr,60,2015 (65 reg),Auto,Diesel,Oldham ,12696
BMW,X1,2025.0,- sDrive 20i MHT M Sport 5dr Step Auto,101,2025 (25 reg),Auto,Petrol,Harrogate ,36450
Renault,Clio,2016.0,(66) - 1.5 dCi Dynamique S Nav Euro 6 (s/s) 5dr,88,2016 (66 reg),Manual,Diesel,Rotherham ,5490
Volkswagen,T-Cross,2019.0,(19) - 1.0 TSI R-Line Euro 6 (s/s) 5dr,43,2019 (19 reg),Manual,Petrol,Harrogate ,15250
Fiat,500,2015.0,(15) - 1.2 S Hatchback 3dr Petrol Manual Euro 6 (s/s) (69 bhp),58,2015 (15 reg),Manual,Petrol,Bradford ,4490
Ford,Focus,2015.0,- TITANIUM 5-Door,54,2015 (64 reg),Manual,Petrol,Castleford ,5990
Hyundai,Ix35,2014.0,(64) - 2.0 CRDi Premium Panorama 5dr,116,2014 (64 reg),Manual,Diesel,Bradford ,3275
Mercedes-Benz,C-Class,2017.0,(66) - 1.6 C200d SE Executive Edition G-Tronic+ Euro 6 (s/s) 5dr,58,2017 (66 reg),Auto,Diesel,Doncaster ,10995
BMW,iX3,2022.0,(22) - 80kWh M Sport SUV 5dr Electric Auto (286 ps),25,2022 (22 reg),Auto,Electric,Oldham ,26199
Land Rover,Range Rover Evoque,2012.0,- 2.2 SD4 Prestige 5dr [Lux Pack],54,2012 (62 reg),Manual,Diesel,Doncaster ,10289
Toyota,Aygo X,2025.0,- 1.0 VVT-i Edge 5dr Auto,705,2025 (25 reg),Auto,Petrol,Castleford ,17299
Vauxhall,Mokka,2019.0,- 1.4T ecoTEC Elite Nav 5dr,26,2019 (19 reg),Manual,Petrol,Rotherham ,11241
Land Rover,Freelander,2013.0,- 2.2 SD4 Dynamic 5dr Auto,148,2013 (13 reg),Auto,Diesel,Ossett ,4995
Mercedes-Benz,E-Class,2014.0,(14) - E220 CDI SE 4dr 7G-Tronic **PX BARGAIN**,129,2014 (14 reg),Auto,Diesel,Sheffield ,5495
Land Rover,Range Rover Evoque,2016.0,(16) - 2.0 TD4 HSE Dynamic Auto 4WD Euro 6 (s/s) 3dr,56,2016 (16 reg),Auto,Diesel,Cleckheaton ,11995
Skoda,Octavia,2015.0,(64) - 1.6 TDI SE 4WD Euro 5 (s/s) 5dr,76,2015 (64 reg),Manual,Diesel,Yeadon ,6695
Ssangyong,Tivoli,2017.0,(17) - 1.6 e-XDi ELX Auto 4WD Euro 6 5dr,63,2017 (17 reg),Auto,Diesel,Leeds ,7495
Jaguar,XE,2018.0,- 2.0d [180] R-Sport 4dr Auto,64,2018 (68 reg),Auto,Diesel,Castleford ,10990
Ford,S-Max,2012.0,(62) - 2.0 TDCi 163 Titanium 5dr Powershift,75,2012 (62 reg),Auto,Diesel,Sheffield ,4995
Nissan,Juke,2017.0,(17) - 1.5 dCi N-Connecta Euro 6 (s/s) 5dr,63,2017 (17 reg),Manual,Diesel,Rotherham ,6390
Volvo,EX30,2024.0,"(74) - Ultra, Twin Motor Performance, Electric 5-Door",4,2024 (74 reg),Auto,Electric,Knaresborough ,31995
Honda,Jazz,2008.0,(58) - 1.4 i-DSi SE 5dr,105,2008 (58 reg),Manual,Petrol,Rotherham ,1299
Volkswagen,Tiguan,2015.0,(65) - 2.0 TDI BlueMotion Tech R-Line Edition DSG 4WD Euro 6 (s/s) 5dr,89,2015 (65 reg),Auto,Diesel,Halifax ,9995
Porsche,Macan,2015.0,(65) - 3.0 TD V6 S PDK 4WD Euro 6 (s/s) 5dr,79,2015 (65 reg),Auto,Diesel,Keighley ,17989
Vauxhall,Astra,2020.0,- BUSINESS EDITION NAV 5-Door,104,2020 (70 reg),Manual,Diesel,Castleford ,6990
BMW,1 Series,2025.0,- 118i [136] M Sport 5dr Step Auto [LCP],505,2025 (74 reg),Auto,Petrol,Harrogate ,29750
Nissan,Qashqai,2014.0,(14) - 1.5 dCi Acenta Premium 5dr,148,2014 (14 reg),Manual,Diesel,Mexborough ,2750
Jaguar,I-Pace,2018.0,(68) - 400 90kWh First Edition Auto 4WD 5dr,69,2018 (68 reg),Auto,Electric,Halifax ,14990
Ford,Ka,2009.0,- STUDIO 3-Door,66,2009 (59 reg),Manual,Petrol,Doncaster ,2000
Volkswagen,Golf,2011.0,(11) - 1.6 TDI Match DSG Euro 5 5dr,81,2011 (11 reg),Auto,Diesel,Castleford ,5495
Skoda,Octavia,2019.0,(69) - 1.5 TSI ACT SE Euro 6 (s/s) 5dr,135,2019 (69 reg),Manual,Petrol,Leeds ,5730
Toyota,Avensis,2012.0,(61) - 1.8 V-matic TR 5dr M-Drive S,131,2012 (61 reg),Auto,Petrol,Wakefield ,4500
Volkswagen,up!,2013.0,(63) - 1.0 Move up! Euro 5 3dr,100,2013 (63 reg),Manual,Petrol,Wakefield ,2495
Vauxhall,Astra,2017.0,(66) - 1.4i Turbo SRi Auto Euro 6 (s/s) 5dr,98,2017 (66 reg),Auto,Petrol,Oldham ,5995
Honda,CR-V,2012.0,(12) - 2.2 i-DTEC SE+ 5dr,81,2012 (12 reg),Manual,Diesel,Keighley ,4695
Land Rover,Range Rover Sport,2025.0,(74) - 4.4 P635 V8 MHEV SV Edition One Carbon Bronze Auto 4WD Euro 6 (s/s) 5dr,5,2025 (74 reg),Auto,Petrol,Boroughbridge ,149995
Ford,Kuga,2015.0,(15) - 2.0 TDCi 163 Titanium X 5dr Powershift,88,2015 (15 reg),Auto,Diesel,Oldham ,5495
Audi,A3,2014.0,(14) - 2.0 TDI S line Euro 5 (s/s) 3dr,124,2014 (14 reg),Manual,Diesel,Rotherham ,5690
Audi,A1,2011.0,(11) - 1.6 TDI S Line 3dr,117,2011 (11 reg),Manual,Diesel,Leeds ,3495
SEAT,Leon,2012.0,(62) - 1.2 TSI SE Copa Hatchback 5dr Petrol Manual Euro 5 (s/s) (105 ps),128,2012 (62 reg),Manual,Petrol,Rochdale ,2895
Nissan,Micra,2019.0,(19) - 1.0 IG-T N-Sport Hatchback 5dr Petrol Manual Euro 6 (s/s) (100 ps),53,2019 (19 reg),Manual,Petrol,Oldham ,8199
Mercedes-Benz,C-Class,2017.0,- C220d AMG Line 4dr 9G-Tronic TOP SPEC,109,2017 (17 reg),Auto,Diesel,Ossett ,8495
Kia,Picanto,2024.0,(74) - 1.0 GT-Line AMT Euro 6 (s/s) 5dr,818,2024 (74 reg),Auto,Petrol,Sheffield ,16432
BMW,i4,2022.0,(22) - 40 83.9kWh M Sport Gran Coupe 5dr Electric Auto eDrive (340 ps),48,2022 (22 reg),Auto,Electric,Oldham ,24499
Jaguar,XKR,2010.0,- 5.0 V8 2-Door,65,2010 (59 reg),Auto,Petrol,OLDHAM ,16995
Vauxhall,Corsa,2015.0,(65) - 1.4i Turbo ecoFLEX SE Euro 6 (s/s) 5dr,63,2015 (65 reg),Manual,Petrol,Greater Manchester ,5495
Vauxhall,Corsa,2016.0,- 1.4 [75] ecoFLEX Energy 3dr [AC],80,2016 (66 reg),Manual,Petrol,Ossett ,3495
Volvo,V90,2019.0,(19) - T5 AWD Pro Automatic 5-Door,32,2019 (19 reg),Auto,Petrol,Knaresborough ,25290
SEAT,Leon,2021.0,- 1.4 eHybrid FR Sport 5dr DSG,114,2021 (21 reg),Auto,Hybrid,Ossett ,10495
Ford,Kuga,2014.0,- 2.0 TDCi 163 Titanium 5dr Powershift,125,2014 (64 reg),Auto,Diesel,Ossett ,4295
Mercedes-Benz,A-Class,2020.0,- 1.3 A180 AMG Line 7G-DCT Euro 6 (s/s) 5dr,29,2020 (20 reg),Auto,Petrol,Leeds ,17499
Mercedes-Benz,C-Class,2014.0,(14) - 6.3 C63 V8 AMG SpdS MCT Euro 5 4dr,106,2014 (14 reg),Auto,Petrol,Keighley ,16989
Volkswagen,Tiguan,2014.0,- 2.0 TDi BlueMotion Tech R-Line 177 5dr DSG,135,2014 (63 reg),Auto,Diesel,Ossett ,6495
Audi,A1,2014.0,(64) - 2.0 Tdi | Manual | Diesel | Ulez | Black Edition Hatchback | Red 3-Door,76,2014 (64 reg),Manual,Diesel,Conisbrough ,6500
Honda,Jazz,2025.0,- 1.5 h i-MMD Crosstar Advance eCVT Euro 6 (s/s) 5dr,10,2025 (25 reg),Auto,Hybrid,Wakefield ,25650
Volvo,EX30,2025.0,(25) - Single Motor Extended Range 69kWh Ultra Auto 5dr,25,2025 (25 reg),Auto,Electric,Sheffield ,32291
